18338;Alais Daiane Fadini Kleinfelder;rua Thiago;Campinas;SP;19;95707283;Alai404@hotmail.com;2171.42;1
20261;Alam Gomes de Almeida;rua Lucas;São Paulo;SP;11;53296916;Alam29@hotmail.com;2581.62;1
25978;Alan Daniel Moleiro;rua Douglas;Campinas;SP;19;86377256;Alan187@hotmail.com;3071.75;1
25676;Alan de Oliveira Jarina;rua Erika;Valinhos;SP;19;14059955;Alan716@hotmail.com;2486.29;1
15283;Alan de Oliveira Reis;rua Leticia;São Paulo;SP;11;15627701;Alan730@hotmail.com;1101.19;1
23909;Alan Ferraz Martins Oliveira;rua Vinicius;Campinas;SP;19;27088269;Alan733@hotmail.com;2376.52;1
21762;Alan Ricardo Gomes;rua Lais;São Paulo;SP;11;58969471;Alan303@hotmail.com;2021.34;1
21646;Alan Rodolfo de Jesus;rua Fernanda;Campinas;SP;19;75958370;Alan447@hotmail.com;2681.65;1
18141;Alan Sueji Nakano;rua Luciana;Campinas;SP;19;37767748;Alan665@hotmail.com;1656.14;1
22951;Alan Teidy Furuzawa;rua Stefanea;Campinas;SP;19;59132808;Alan551@hotmail.com;794.02;1
13734;Alan Valero Antonio;rua Andre;São Paulo;SP;11;95644194;Alan679@hotmail.com;1369.04;1
21320;Alan Vinicio M. da Silva Marinho;rua Benedito;Campinas;SP;19;33184140;Alan372@hotmail.com;3598.08;1
15212;Alana Alves Santana;rua Henrique;Campinas;SP;19;10024986;Alan268@hotmail.com;2923.46;1
18426;Alana Cardoso Telhe;rua Sergio;Campinas;SP;19;25326152;Alan883@hotmail.com;3755.03;1
13556;Alana Cruz Pereira;rua Mariana;Valinhos;SP;19;23658663;Alan90@hotmail.com;1971.12;1
19508;Alana Maria Felisardo;rua Arianne;Valinhos;SP;19;81865426;Alan755@hotmail.com;2725.02;1
18025;Alana Pinto Coelho Gambarini;rua Vanessa;Valinhos;SP;19;40552580;Alan755@hotmail.com;1838.98;1
16068;Albert Felipe Mojzeszowicz;rua Luciano;São Paulo;SP;11;14397834;Albe499@hotmail.com;1747.26;1
22243;Albert Kenji Miyagi Matayoshi;rua Bruno;Campinas;SP;19;40086177;Albe719@hotmail.com;1793.94;1
16634;Albertina dos Santos Antonio;rua Julie;Valinhos;SP;19;66203687;Albe104@hotmail.com;3939.63;1
16995;Alberto Baffini de Paula;rua Newto;Campinas;SP;19;74768796;Albe16@hotmail.com;3272.84;1
21665;Alberto Henrique de Azevedo E Souza;rua Rafael;Campinas;SP;19;65599202;Albe232@hotmail.com;449.36;1
19409;Alberto Jorge S. Oliveira Junior;rua Marcus;Valinhos;SP;19;14907769;Albe679@hotmail.com;1986.42;1
25906;Alberto Jose dos Santos Junior;rua Livia;Campinas;SP;19;14695329;Albe432@hotmail.com;1215.51;1
26556;Alberto Luis Patriarcha;rua Amanda;Campinas;SP;19;37099898;Albe801@hotmail.com;1965.47;1
24226;Alberto Miranda Ribeiro Costa;rua Natalia;São Paulo;SP;11;67071025;Albe772@hotmail.com;1735.40;1
21424;Alberto Santos Almagro;rua Marcelo;Valinhos;SP;19;70602113;Albe20@hotmail.com;2796.84;1
13705;Alcides Aparecido Felippe Junior;rua Aliane;Campinas;SP;19;91908957;Alci112@hotmail.com;2117.00;1
26462;Alcir Escocia Dorigatti;rua Ricardo;Campinas;SP;19;89838419;Alci817@hotmail.com;2515.30;1
23901;Aldelir Fortunato Ribeiro;rua Ana;Campinas;SP;19;98062603;Alde502@hotmail.com;2973.27;1
21290;Aldrin Lucas Bethiol;rua Guilherme;Campinas;SP;19;57057431;Aldr436@hotmail.com;3644.30;1
22377;Aleksandr Moro Moz;rua Tais;Valinhos;SP;19;73524306;Alek602@hotmail.com;1710.22;1
15882;Alessandra A. Savassi B.s. Kakihara;rua Danilo;Campinas;SP;19;32488771;Ales934@hotmail.com;2549.46;1
13400;Alessandra Alcantara;rua Ronaldo;Campinas;SP;19;82008915;Ales529@hotmail.com;2873.30;1
17143;Alessandra C M de Oliveira;rua Cleuter;Campinas;SP;19;18999460;Ales196@hotmail.com;1674.92;1
22614;Alessandra Camila Perez;rua Mirella;Campinas;SP;19;34501590;Ales519@hotmail.com;2689.29;1
14044;Alessandra Caroline L. Trenti;rua Guilherme;Valinhos;SP;19;86486894;Ales957@hotmail.com;1539.01;1
14158;Alessandra Florencio da Silva;rua Daniel;Campinas;SP;19;40094980;Ales936@hotmail.com;3924.75;1
18712;Alessandra Franca Gola;rua Vanessa;Valinhos;SP;19;49546952;Ales435@hotmail.com;3659.90;1
15496;Alessandra Freitas Serai;rua Denise;São Paulo;SP;11;11793458;Ales558@hotmail.com;2112.38;1
13943;Alessandra Goes Alves;rua Jonatas;Valinhos;SP;19;46041782;Ales21@hotmail.com;408.74;1
24823;Alessandra Iturrieta de Souza;rua Bruno;Campinas;SP;19;32324366;Ales182@hotmail.com;3386.02;1
26353;Alessandra Katiuca da Silva Brito;rua Mariana;Valinhos;SP;19;83577729;Ales725@hotmail.com;3407.92;1
25048;Alessandra Katty Wu;rua Felipe;Valinhos;SP;19;89338660;Ales523@hotmail.com;2218.95;1
14154;Alessandra Lika Matsumoto;rua Matteo;Campinas;SP;19;58607033;Ales370@hotmail.com;1836.06;1
19717;Alessandra Miki Ito;rua Felipe;Campinas;SP;19;26725439;Ales260@hotmail.com;1616.52;1
26074;Alessandra Modena Montagnana;rua Yuri;Campinas;SP;19;58794167;Ales928@hotmail.com;2283.21;1
25185;Alessandra Mussato Spinello;rua Caiubi;Campinas;SP;19;29933371;Ales117@hotmail.com;3444.30;1
13527;Alessandra Pavani;rua Jessica;Valinhos;SP;19;63059835;Ales322@hotmail.com;2797.01;1
22230;Alessandra Sayuri Takara Ferreira;rua Juliana;Campinas;SP;19;97122026;Ales949@hotmail.com;3958.53;1
14890;Alessandra Sumitani Kamimura;rua Eduardo;São Paulo;SP;11;88871965;Ales599@hotmail.com;2075.37;1
20519;Alessandra Theodora Pereira Lima;rua Rodrigo;Valinhos;SP;19;55159652;Ales896@hotmail.com;3311.72;1
26072;Alessandra Vaso Rodrigues da Silva;rua Victor;Valinhos;SP;19;10775501;Ales451@hotmail.com;3254.65;1
15910;Alessandra Yuki Kamimura Koga;rua Camila;Valinhos;SP;19;90109855;Ales979@hotmail.com;1622.48;1
20612;Alessandro Andrioni Silva;rua Jose;São Paulo;SP;11;86489360;Ales521@hotmail.com;2888.53;1
26216;Alessandro Angelo Felix de Miranda;rua Felipe;Campinas;SP;19;87394402;Ales259@hotmail.com;412.04;1
22529;Alessandro Bosica;rua Flavia;Campinas;SP;19;67443530;Ales359@hotmail.com;2917.32;1
19229;Alessandro Calo;rua Luiz;Campinas;SP;19;42586262;Ales144@hotmail.com;2666.01;1
26612;Alessandro da Silva Menezes;rua Raissa;Valinhos;SP;19;36204681;Ales625@hotmail.com;3613.54;1
19513;Alessandro de Lima Capene;rua Jorge;Campinas;SP;19;69055847;Ales861@hotmail.com;1937.79;1
13565;Alessandro de Sousa Santos;rua Jhonata;Valinhos;SP;19;71356067;Ales703@hotmail.com;1849.90;1
20676;Alessandro do Nascimento Garritano;rua Rafaela;Campinas;SP;19;86584080;Ales117@hotmail.com;2853.78;1
19027;Alessandro Esteves da Silva;rua Leandro;Campinas;SP;19;47452330;Ales131@hotmail.com;1140.42;1
24959;Alessandro Francisco de Franca;rua Gustavo;Campinas;SP;19;99439463;Ales255@hotmail.com;2839.17;1
25864;Alessandro Jose dos Santos Faria;rua Felipe;Campinas;SP;19;48024249;Ales443@hotmail.com;2579.40;1
21163;Alessandro Longhi;rua Matheus;Campinas;SP;19;51624050;Ales173@hotmail.com;1856.27;1
24851;Alessandro Massami Ocubaro;rua Rodrigo;Valinhos;SP;19;74857002;Ales529@hotmail.com;3401.07;1
15329;Alessandro Ribeiro Marins;rua Tatiana;São Paulo;SP;11;30702575;Ales391@hotmail.com;3151.04;1
15918;Alessandro Simao Silva;rua Bruno;Campinas;SP;19;82787007;Ales781@hotmail.com;3385.22;1
19711;Alessandro Visotto Piccoli;rua Chrystia;Campinas;SP;19;35451640;Ales429@hotmail.com;3347.32;1
22414;Alessandro Y. Sales de Caxias;rua Mauro;Campinas;SP;19;82956065;Ales294@hotmail.com;623.66;1
22829;Alex Adriano Simoes;rua Igor;Valinhos;SP;19;38301663;Alex521@hotmail.com;1826.19;1
17353;Alex Bruno de Carvalho;rua Maira;Valinhos;SP;19;58758281;Alex659@hotmail.com;2444.84;1
14608;Alex Butinhol Belini;rua Eduardo;São Paulo;SP;11;22338894;Alex263@hotmail.com;1902.00;1
23089;Alex Carvalho Murad;rua Igor;Valinhos;SP;19;23301992;Alex393@hotmail.com;2241.04;1
17095;Alex da Silva Roberto;rua Marina;Campinas;SP;19;54706354;Alex55@hotmail.com;3800.53;1
26065;Alex de Castro Carvalho;rua Jessika;Campinas;SP;19;41948139;Alex293@hotmail.com;1814.29;1
23698;Alex de Jesus Silva Pontes;rua Rodolfo;Valinhos;SP;19;91898378;Alex966@hotmail.com;3268.78;1
20812;Alex Ferreira Zanatta;rua Pedro;Campinas;SP;19;64809165;Alex235@hotmail.com;3871.28;1
25868;Alex Franco de Camargo;rua Cassio;São Paulo;SP;11;58609784;Alex903@hotmail.com;3126.18;1
18880;Alex Henrique Dias Asahara;rua Amanda;Campinas;SP;19;85602600;Alex349@hotmail.com;3585.36;1
25439;Alex Jahn Schmidt;rua Carolina;Campinas;SP;19;88851208;Alex259@hotmail.com;1972.97;1
17049;Alex Lane Lima;rua Aline;Campinas;SP;19;86691555;Alex973@hotmail.com;3594.53;1
26214;Alex Luan Luque Luque;rua Fabio;Campinas;SP;19;70616267;Alex910@hotmail.com;231.06;1
22338;Alex Lucchesi de Oliveira;rua Rena;Campinas;SP;19;31887515;Alex999@hotmail.com;2388.90;1
18180;Alex Luiz de Avellar Sarmento;rua Rafael;Valinhos;SP;19;15626874;Alex824@hotmail.com;3223.91;1
15033;Alex Marcel Watanabe;rua Camila;Valinhos;SP;19;18458888;Alex886@hotmail.com;2228.95;1
21079;Alex Mazzanti Junior;rua Maria;Valinhos;SP;19;27109729;Alex134@hotmail.com;3403.50;1
15461;Alex Melges Barbosa;rua Alex;Valinhos;SP;19;83801186;Alex185@hotmail.com;3673.26;1
24324;Alex Mello Batista;rua Natalia;Valinhos;SP;19;58922340;Alex438@hotmail.com;3744.31;1
24784;Alex Natalino Ribeiro;rua Bruno;Campinas;SP;19;36361945;Alex441@hotmail.com;2535.98;1
23238;Alex Rafael da Costa;rua Marcelo;Campinas;SP;19;36017053;Alex651@hotmail.com;2801.79;1
18599;Alex Reimer;rua Raphael;Valinhos;SP;19;55045596;Alex86@hotmail.com;3267.55;1
18722;Alex Rodrigues Ribeiro;rua Rena;Campinas;SP;19;56296660;Alex707@hotmail.com;3708.26;1
14426;Alex Rosario;rua Joao;Valinhos;SP;19;77786646;Alex938@hotmail.com;1984.92;1
19081;Alex Tavares da Rocha Nunes;rua Caio;Valinhos;SP;19;89915644;Alex208@hotmail.com;2562.52;1
14471;Alex Teles Vasconcelos;rua Joao;Campinas;SP;19;72752089;Alex366@hotmail.com;3186.75;1
22322;Alex Yuri Miyagusiku Narita;rua Julia;São Paulo;SP;11;65676820;Alex679@hotmail.com;1872.83;1
13931;Alexander Csoka Roque;rua Havner;Campinas;SP;19;83734998;Alex562@hotmail.com;2492.15;1
16721;Alexander Leon Ens;rua Juliana;Campinas;SP;19;21568985;Alex619@hotmail.com;2440.88;1
23359;Alexander Luiz Fernando;rua Henrique;Campinas;SP;19;44369740;Alex141@hotmail.com;1640.30;1
14056;Alexandre Alegretti da Silva;rua Cesar;Campinas;SP;19;23789725;Alex723@hotmail.com;2996.36;1
19187;Alexandre Alves Viana da Silva;rua Lucas;Campinas;SP;19;46454893;Alex215@hotmail.com;3860.58;1
20387;Alexandre Aoke;rua Isabela;Valinhos;SP;19;55699380;Alex93@hotmail.com;3359.63;1
13447;Alexandre Azenha Barilo;rua Raquel;Campinas;SP;19;82084703;Alex801@hotmail.com;3486.04;1
13876;Alexandre Barros Fleury Curado;rua Leticia;Campinas;SP;19;34606923;Alex503@hotmail.com;873.18;1
15136;Alexandre Berto Calvinho;rua Angela;Campinas;SP;19;42146811;Alex531@hotmail.com;3595.96;1
20194;Alexandre Bof Chiaroni;rua Ligia;Valinhos;SP;19;41819444;Alex567@hotmail.com;302.62;1
13485;Alexandre Bolgheroni Cruz;rua Willians;São Paulo;SP;11;44845829;Alex40@hotmail.com;2816.28;1
22760;Alexandre Cimorelli Lima;rua Adam;Valinhos;SP;19;96389855;Alex910@hotmail.com;2854.78;1
18759;Alexandre Colli;rua Mohema;São Paulo;SP;11;45783068;Alex665@hotmail.com;2445.07;1
24871;Alexandre Colombo;rua Alex;Campinas;SP;19;80598572;Alex604@hotmail.com;2274.12;1
22505;Alexandre Cracovsky de A. Simoes;rua Mateus;Valinhos;SP;19;87608460;Alex128@hotmail.com;1928.44;1
25686;Alexandre Daoud de Andrade;rua Mariana;Valinhos;SP;19;91855105;Alex677@hotmail.com;3399.20;1
24643;Alexandre de Antonio;rua Alliso;Campinas;SP;19;98771660;Alex474@hotmail.com;3752.62;1
19841;Alexandre de Barros T. C. Bracco;rua Matheus;Campinas;SP;19;20616560;Alex309@hotmail.com;2671.90;1
15052;Alexandre Dias Barbosa;rua Felipe;Campinas;SP;19;66084501;Alex109@hotmail.com;3552.22;1
16675;Alexandre do Prado Lisboa Siqueira;rua Beatriz;Valinhos;SP;19;64198612;Alex697@hotmail.com;3438.44;1
21096;Alexandre Eiji Kayano;rua Gabriela;Campinas;SP;19;54342303;Alex513@hotmail.com;1043.93;1
17664;Alexandre Esteves Almeida;rua Rafael;Campinas;SP;19;54104392;Alex409@hotmail.com;2111.82;1
19602;Alexandre Farber;rua Lucas;Valinhos;SP;19;90691115;Alex853@hotmail.com;3613.19;1
18287;Alexandre Fernandes Barreto Filho;rua Clarice;Campinas;SP;19;31101403;Alex610@hotmail.com;173.08;1
20640;Alexandre Fernandes da Silva;rua Matheus;Campinas;SP;19;10868760;Alex335@hotmail.com;3792.73;1
22339;Alexandre Galvao Silva;rua Graco;Campinas;SP;19;93323489;Alex42@hotmail.com;497.70;1
21593;Alexandre Giannecchini Romagnolo;rua Adelmo;Valinhos;SP;19;24557750;Alex35@hotmail.com;630.08;1
13634;Alexandre Giovinazzo Fochi;rua Antonio;Campinas;SP;19;30601098;Alex225@hotmail.com;1562.60;1
24285;Alexandre Hardy Araujo;rua Bruna;Valinhos;SP;19;60336586;Alex294@hotmail.com;857.30;1
17693;Alexandre Henrique Azevedo Coleto;rua Camila;Campinas;SP;19;23906921;Alex179@hotmail.com;2717.31;1
22211;Alexandre Hideki Akita;rua Luiz;Campinas;SP;19;13822590;Alex332@hotmail.com;1172.48;1
16627;Alexandre Honda Higashi;rua Isabelle;Valinhos;SP;19;88151260;Alex289@hotmail.com;1607.34;1
15778;Alexandre Hosang Filho;rua Bianca;Valinhos;SP;19;59435441;Alex309@hotmail.com;2376.54;1
13506;Alexandre Irmao Faltz;rua Eloa;Valinhos;SP;19;96195080;Alex572@hotmail.com;1265.62;1
17780;Alexandre Israel Kochi Silva;rua Vinicius;Valinhos;SP;19;89187249;Alex926@hotmail.com;3781.01;1
17211;Alexandre Jorge dos Reis Junior;rua Joao;Campinas;SP;19;91397081;Alex243@hotmail.com;2949.00;1
19464;Alexandre Jose Lopes da Silva;rua Julia;Campinas;SP;19;14862570;Alex837@hotmail.com;1839.73;1
23757;Alexandre Kwok Pereira;rua Luisa;Campinas;SP;19;45604521;Alex851@hotmail.com;2821.43;1
21666;Alexandre Luiz Brisighello Filho;rua Jorge;Valinhos;SP;19;44576006;Alex263@hotmail.com;2344.97;1
18282;Alexandre Macari Baptista;rua Kaio;Campinas;SP;19;26541202;Alex697@hotmail.com;3629.08;1
22644;Alexandre Macedo Batitucci Ambrosio;rua Otavio;Valinhos;SP;19;38232319;Alex110@hotmail.com;1310.53;1
17205;Alexandre Maciel Guerra;rua Jennyfer;Valinhos;SP;19;15431985;Alex112@hotmail.com;2542.09;1
22386;Alexandre Masagao Cleaver;rua Lais;Valinhos;SP;19;86138939;Alex301@hotmail.com;3371.02;1
17901;Alexandre Matheus Bliska;rua Roberta;Valinhos;SP;19;88118400;Alex741@hotmail.com;3732.59;1
14090;Alexandre Meorin Alvarenga;rua Eduardo;Campinas;SP;19;51398305;Alex598@hotmail.com;2754.70;1
13958;Alexandre Merendi da Costa;rua Esteba;Campinas;SP;19;93711431;Alex312@hotmail.com;1679.83;1
18481;Alexandre Moreira Salles;rua Rubens;Campinas;SP;19;94286468;Alex986@hotmail.com;1643.24;1
22166;Alexandre Morelli Sallum;rua Luiz;Valinhos;SP;19;27523619;Alex567@hotmail.com;1375.42;1
24007;Alexandre Motta Mece;rua Diego;Valinhos;SP;19;57222301;Alex766@hotmail.com;1174.70;1
18821;Alexandre Nakayama;rua Natasha;Valinhos;SP;19;37129462;Alex268@hotmail.com;1938.55;1
22359;Alexandre Nava Bicudo;rua Diego;Campinas;SP;19;61717035;Alex569@hotmail.com;2998.91;1
15184;Alexandre Neves Creto;rua Amanda;São Paulo;SP;11;85708540;Alex701@hotmail.com;1092.52;1
